EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
1574,Diego,Hays,2023-07-03,2023-07-19,Production Technician I,Stacy Hall,diego.hays@bilearner.com,SVG,Future Start,Full-Time,Zone C,Temporary,Voluntary,Think consider reach enjoy deep son good.,Production       ,General - Con,23-11-1989,MA,Foreman,Female,17356,Hispanic,Widowed,Fully Meets,3
1575,Gabriel,Adams,2019-08-11,2021-07-10,Production Technician I,Amanda Patterson,gabriel.adams@bilearner.com,EW,Leave of Absence,Contract,Zone A,Temporary,Involuntary,Wonder worry life stand.,Production       ,Field Operations,19-07-1942,MA,Laborer,Female,82586,Asian,Single,Fully Meets,3
1576,Rohan,Mcdowell,2019-11-11,2020-09-29,Production Technician I,Bill Horn,rohan.mcdowell@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Resignation,Card subject carry gas picture.,Production       ,Aerial,20-09-1945,MA,Lineman,Male,74406,Black,Married,Needs Improvement,3
1577,Sullivan,Whitehead,2020-12-15,,Production Technician II,Kevin Hall,sullivan.whitehead@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Finance & Accounting,13-04-1963,MA,Cfo,Female,11134,Black,Widowed,Fully Meets,3
1578,Lilliana,Randolph,2021-05-06,2023-04-08,Production Technician II,Robin Valdez,lilliana.randolph@bilearner.com,PYZ,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Retirement,Guy act during two. Film suggest either.,Production       ,Field Operations,20-08-1980,MA,Tower Hand,Male,71705,Hispanic,Married,Needs Improvement,3
1579,Presley,Salazar,2021-07-08,,Production Technician II,Zachary Santana,presley.salazar@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,30-09-1994,MA,Foreman,Male,48643,White,Divorced,Fully Meets,3
1580,Lilianna,Lynn,2023-04-04,,Production Technician II,Jennifer Campos,lilianna.lynn@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Finance & Accounting,1972-10-04,MA,Administration,Male,66491,Asian,Single,Needs Improvement,3
1581,Gerardo,Sampson,2022-08-05,2023-01-30,Production Technician II,Alicia Orr,gerardo.sampson@bilearner.com,WBL,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Voluntary,Left call artist tonight movement history happen.,Production       ,General - Con,24-07-1950,MA,Foreman,Male,40823,Asian,Single,Fully Meets,3
1582,Miguel,Kim,2020-04-06,2021-12-08,Production Technician II,Edward Merritt II,miguel.kim@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone C,Temporary,Resignation,Five national writer try mean training instead.,Production       ,Field Operations,1995-01-04,MA,Engineer,Female,95601,Other,Single,Needs Improvement,3
1583,Muhammad,Mcpherson,2023-03-02,2023-03-12,Production Technician I,Katherine Morris,muhammad.mcpherson@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Involuntary,Wall despite trial assume.,Production       ,Project Management - Con,1973-01-07,MA,Coordinator,Female,60634,Other,Widowed,Fully Meets,3
1584,Myles,Jensen,2020-04-09,,Production Technician I,Alexis Reed,myles.jensen@bilearner.com,PL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Fielders,18-10-1943,MA,Engineer,Female,2053,White,Married,Fully Meets,3
1585,Alessandro,Harris,2022-09-17,2023-07-10,Production Technician I,Dr. Ray Austin,alessandro.harris@bilearner.com,BPC,Active,Part-Time,Zone A,Temporary,Retirement,Let trade loss cell political.,Production       ,Splicing,1956-04-05,MA,Tester,Female,77910,Black,Single,Fully Meets,3
1586,Eugene,Reyes,2022-01-15,,Production Technician I,Samuel Horton,eugene.reyes@bilearner.com,CCDR,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,1973-05-01,MA,Technician,Female,16737,Hispanic,Widowed,Fully Meets,3
1587,Shamar,Guzman,2022-05-23,,Production Technician I,Brenda Butler,shamar.guzman@bilearner.com,SVG,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Splicing,1984-12-12,MA,Splicer,Male,12898,Other,Divorced,Fully Meets,3
1588,Mohammed,Mcintyre,2021-07-15,,Production Technician I,April Sanchez,mohammed.mcintyre@bilearner.com,EW,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Splicing,18-02-1946,MA,Technician,Male,51245,Hispanic,Widowed,Fully Meets,3
1589,Travis,Morgan,2020-08-28,2022-08-25,Production Technician I,Monica Hubbard,travis.morgan@bilearner.com,MSC,Active,Contract,Zone A,Part-Time,Involuntary,Small together man show.,Production       ,Field Operations,1996-02-07,MA,Technician,Female,22497,White,Married,Fully Meets,3
1590,Alessandro,Fuller,2021-09-09,,Production Technician I,Antonio Wilson,alessandro.fuller@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Wireline Construction,1983-09-09,MA,Foreman,Male,30814,Black,Single,Fully Meets,3
1591,Kamden,Ochoa,2023-02-10,2023-05-23,Production Technician I,Carla Francis,kamden.ochoa@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Voluntary,Several clear purpose scientist.,Production       ,General - Con,20-10-1957,MA,Technician,Female,69254,Asian,Divorced,Fully Meets,3
1592,Charlee,Wiggins,2020-06-14,2023-07-18,Production Technician I,Elizabeth Allen,charlee.wiggins@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Retirement,Base source sort contain sport.,Production       ,Engineers,15-08-1981,MA,Engineer,Male,20973,Other,Single,Exceeds,3
1593,Natalia,Hamilton,2020-12-05,,Production Technician I,Donna Collins,natalia.hamilton@bilearner.com,NEL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Catv,18-11-1984,MA,Laborer,Male,43757,Asian,Widowed,Exceeds,3
1594,Kierra,Boone,2022-07-16,,Production Technician I,Paul Smith,kierra.boone@bilearner.com,PL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Aerial,30-04-1968,MA,Lineman,Female,32811,Black,Single,Exceeds,3
1595,Charlie,Ramirez,2023-06-09,,Production Technician I,Laura Meadows,charlie.ramirez@bilearner.com,BPC,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General - Eng,1969-11-09,MA,Administrative,Female,75995,Black,Married,Exceeds,3
1596,Chris,Johnson,2020-03-02,2020-05-25,Production Technician I,Jennifer Mendez,chris.johnson@bilearner.com,CCDR,Future Start,Contract,Zone C,Temporary,Voluntary,Follow tax above large president high.,Production       ,General - Sga,15-08-1958,MA,Administrator,Female,2999,Other,Married,Exceeds,3
1597,John,Bentley,2018-11-23,2021-09-27,Production Technician I,Lynn Lewis,john.bentley@bilearner.com,SVG,Future Start,Part-Time,Zone C,Temporary,Voluntary,Few as next east face window fight admit.,Production       ,Project Management - Con,23-02-1998,MA,Coordinator,Female,75959,White,Married,Exceeds,3
1598,Myla,Mcintyre,2019-05-27,2023-06-19,Production Technician I,Francisco Henry,myla.mcintyre@bilearner.com,EW,Leave of Absence,Contract,Zone A,Part-Time,Resignation,Treatment food too ten fill.,Production       ,General - Con,1978-05-03,MA,Groundman,Female,8372,Black,Divorced,Needs Improvement,3
1599,Demarcus,Ware,2022-05-18,2023-04-10,Production Technician II,Marie Cruz,demarcus.ware@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Resignation,Late hand figure just price blood.,Production       ,Field Operations,13-11-1975,MA,Laborer,Male,82257,White,Divorced,Exceeds,3
1600,Devon,Daniels,2018-11-06,,Production Technician II,April Carpenter,devon.daniels@bilearner.com,CCDR,Active,Contract,Zone A,Full-Time,Unk,,Production       ,General - Con,19-05-1993,MA,Technician,Female,23314,Hispanic,Married,Exceeds,3
1601,Odin,Heath,2022-03-29,2023-07-24,Production Technician II,Christopher Sullivan,odin.heath@bilearner.com,SVG,Active,Part-Time,Zone C,Temporary,Resignation,Participant create society method tough team.,Production       ,Engineers,1990-08-10,MA,Engineer,Male,45740,Asian,Single,Exceeds,3
1602,Bryanna,Mahoney,2021-11-04,2022-05-10,Production Technician II,Elizabeth Klein MD,bryanna.mahoney@bilearner.com,EW,Active,Full-Time,Zone A,Part-Time,Voluntary,Event increase laugh same whatever.,Production       ,General - Con,2000-10-10,MA,Technician,Female,60262,Asian,Married,Exceeds,3
1603,Ashlynn,Thompson,2023-04-27,,Production Technician II,Jonathon Rivera,ashlynn.thompson@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,General - Con,25-12-1968,MA,Locator,Male,29223,White,Single,Exceeds,3
1604,Ansley,Duke,2020-03-08,,Production Technician II,Ryan Dominguez,ansley.duke@bilearner.com,TNS,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,19-10-1976,MA,Operator,Male,80948,Asian,Married,Exceeds,3
1605,Izaiah,Quinn,2019-04-27,2020-10-08,Production Technician I,Mark Marks,izaiah.quinn@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Resignation,West hold these man affect heavy from myself.,Production       ,Field Operations,20-10-1956,MA,Laborer,Female,95266,Black,Single,Exceeds,3
1606,Hillary,Clements,2019-05-11,,Production Technician I,Justin Hartman,hillary.clements@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,1944-06-03,MA,Laborer,Female,33304,White,Divorced,Exceeds,3
1607,Diana,Cameron,2021-03-09,,Production Technician I,David Boyd,diana.cameron@bilearner.com,BPC,Active,Contract,Zone C,Temporary,Unk,,Production       ,Shop (Fleet),1987-10-12,MA,Shop,Female,36632,Hispanic,Married,Needs Improvement,3
1608,Rhianna,Allison,2020-11-05,,Production Technician I,Emily Flores,rhianna.allison@bilearner.com,CCDR,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,24-02-1997,MA,Technician,Female,20625,White,Widowed,PIP,3
1609,Ramon,Watson,2018-09-12,2023-02-25,Production Technician I,John Hopkins,ramon.watson@bilearner.com,SVG,Active,Contract,Zone A,Full-Time,Retirement,Fight look song material year happen.,Production       ,General - Eng,26-11-1953,MA,Engineer,Male,26283,Black,Married,PIP,3
1610,Raegan,Spence,2019-11-09,2019-11-18,Production Technician I,Wendy Williamson,raegan.spence@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Involuntary,Option action around live school rich spend.,Production       ,General - Con,28-01-1986,MA,Flagger,Female,67750,White,Single,Needs Improvement,3
1611,Jacoby,Singleton,2018-11-29,2022-07-09,Production Technician I,Glenda Wilson,jacoby.singleton@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Voluntary,Over almost sport stay.,Production       ,Project Management - Con,25-01-1962,MA,Coordinator,Female,53913,Hispanic,Widowed,Needs Improvement,3
1612,Kara,Yates,2022-07-03,2023-02-22,Production Technician I,Bailey Richards,kara.yates@bilearner.com,TNS,Active,Part-Time,Zone B,Temporary,Retirement,Foreign truth concern break ground.,Production       ,General - Sga,28-05-1993,MA,Lineman,Male,76052,White,Single,Needs Improvement,3
1613,Beau,Barron,2019-09-26,2020-08-01,Production Technician I,Taylor Cruz,beau.barron@bilearner.com,PYZ,Active,Contract,Zone C,Full-Time,Voluntary,Real public realize evening building middle.,Production       ,Field Operations,1995-03-07,MA,Laborer,Female,61768,Other,Single,Exceeds,3
1614,Giovanna,Morton,2022-12-23,,Production Technician I,Joseph Harris,giovanna.morton@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,19-03-1951,MA,Director,Male,33335,Asian,Divorced,Needs Improvement,3
1615,Braelyn,Dominguez,2023-01-19,,Production Technician I,Courtney Mann,braelyn.dominguez@bilearner.com,NEL,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,16-01-1960,MA,Foreman,Male,69290,White,Married,Exceeds,3
1616,Rhett,Andrews,2018-10-01,,Production Technician I,Anthony Page,rhett.andrews@bilearner.com,PL,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,1991-03-06,MA,Laborer,Female,65106,Black,Divorced,Needs Improvement,3
1617,Terrell,Crosby,2022-02-18,,Production Technician I,Christina Powell,terrell.crosby@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Aerial,27-12-1991,MA,Lineman,Female,12740,Black,Divorced,Needs Improvement,3
1618,Corbin,Roberson,2021-12-09,,Production Technician I,Shane Smith,corbin.roberson@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,16-06-1977,MA,Laborer,Male,58121,White,Widowed,Needs Improvement,3
1619,Micheal,Drake,2019-01-01,2021-09-23,Production Technician I,Tammie Brown,micheal.drake@bilearner.com,SVG,Leave of Absence,Part-Time,Zone B,Full-Time,Retirement,Letter happen cut.,Production       ,General - Con,1964-08-08,MA,Foreman,Female,95591,Black,Widowed,Needs Improvement,3
1620,Evie,Mclaughlin,2020-05-27,,Production Technician I,David Browning,evie.mclaughlin@bilearner.com,EW,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Executive,1967-04-03,MA,Executive Assistant,Male,70072,Asian,Single,Needs Improvement,3
1621,Robert,Hubert,2021-09-21,2023-01-28,BI Developer,Alicia Mendoza,robert.hubert@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Involuntary,That commercial east message peace.,IT/IS,Field Operations,1975-09-12,MA,Supervisor,Male,2134,Other,Divorced,Needs Improvement,3
1622,Matthew,Westinghouse,2021-08-30,2022-03-22,BI Developer,Cynthia Goodwin,matthew.westinghouse@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,Retirement,Television represent skill police.,IT/IS,Aerial,21-01-1942,MA,Director,Male,2134,Asian,Single,Needs Improvement,3
1623,Jason,Smith,2023-06-19,2023-07-31,BI Developer,David Beard,jason.smith@bilearner.com,PYZ,Active,Full-Time,Zone C,Temporary,Voluntary,Stage pay south word speak.,IT/IS,Finance & Accounting,17-06-2001,MA,Intern,Male,2045,Other,Divorced,Needs Improvement,3
1624,Charlie,Wang,2023-05-12,2023-05-16,Senior BI Developer,Maria Rivera,charlie.wang@bilearner.com,WBL,Active,Full-Time,Zone A,Temporary,Resignation,Call certain industry out believe show.,IT/IS,Field Operations,22-10-1996,MA,Top Hand,Male,1887,White,Widowed,Needs Improvement,3
1625,Kurt,Navathe,2022-06-05,,Senior BI Developer,Victor Maynard,kurt.navathe@bilearner.com,NEL,Active,Part-Time,Zone B,Part-Time,Unk,,IT/IS,Shop (Fleet),16-09-1977,MA,Manager,Male,2056,Other,Single,Exceeds,3
1626,Katie,Roper,2020-09-17,2021-06-08,Data Architect,William Green,katie.roper@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Resignation,To national third with give law live.,IT/IS,General - Con,1947-12-05,MA,Technician,Female,2056,Other,Married,Needs Improvement,3
1627,Maggie,Rachael,2023-05-15,,BI Developer,Alicia Howard,maggie.rachael@bilearner.com,BPC,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Field Operations,14-01-1966,MA,Technician,Female,2110,Other,Divorced,Exceeds,3
1628,Binh,Le,2018-12-15,2019-11-14,Senior BI Developer,Walter Thompson,binh.le@bilearner.com,CCDR,Active,Part-Time,Zone A,Temporary,Retirement,Evidence but adult coach claim minute simple.,IT/IS,Catv,1974-12-04,MA,Foreman,Female,1886,Asian,Single,Needs Improvement,3
1629,Lucia,Peterson,2019-11-06,2023-03-22,BI Developer,Robert Crawford,lucia.peterson@bilearner.com,PL,Terminated for Cause,Part-Time,Zone B,Full-Time,Voluntary,Prevent sing be member democratic.,IT/IS,Field Operations,1946-04-01,MA,Engineer,Female,2970,Hispanic,Married,Fully Meets,3
1630,Nola,Moss,2021-04-25,2022-10-25,BI Developer,David Wu,nola.moss@bilearner.com,BPC,Terminated for Cause,Contract,Zone C,Temporary,Involuntary,Avoid no beat from interesting.,IT/IS,General - Con,1944-05-02,MA,Foreman,Female,13058,Other,Single,Fully Meets,3
1631,Chance,Braun,2023-06-17,2023-07-19,BI Developer,Jessica Peters,chance.braun@bilearner.com,CCDR,Terminated for Cause,Full-Time,Zone C,Full-Time,Voluntary,President site student thank community.,IT/IS,Executive,24-10-1986,MA,Executive Assistant,Female,20602,White,Widowed,Fully Meets,3
1632,Alma,Pennington,2022-01-14,,BI Developer,Mary Lewis,alma.pennington@bilearner.com,SVG,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Field Operations,1970-06-08,MA,Driller,Female,40731,Black,Widowed,Fully Meets,3
1633,Miley,French,2018-10-22,2019-03-13,Area Sales Manager,Sandra Gardner,miley.french@bilearner.com,EW,Active,Contract,Zone B,Temporary,Involuntary,Establish hotel up value property.,IT/IS,Field Operations,1994-05-05,MA,Laborer,Female,94379,Black,Widowed,Fully Meets,3
1634,Kole,Levine,2021-10-17,2022-11-13,Area Sales Manager,Bethany Jackson,kole.levine@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Voluntary,Partner decide help quite whether market.,IT/IS,Finance & Accounting,22-07-1974,MA,Administration,Male,62674,Black,Divorced,Fully Meets,3
1635,Azul,Watkins,2021-10-19,2023-04-10,Area Sales Manager,Alexandra Harvey,azul.watkins@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Retirement,Upon south nice five reduce lose.,IT/IS,Safety,26-09-1988,MA,Safety,Male,18618,Hispanic,Single,Fully Meets,3
1636,Landen,Blanchard,2018-10-16,2018-12-17,Sales Manager,Donna Gomez,landen.blanchard@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Involuntary,Four look heavy by much.,Admin Offices,Aerial,1998-07-11,MA,Lineman,Male,6067,White,Single,Fully Meets,3
1637,Leroy,Norman,2020-04-26,2020-07-21,Sales Manager,Mr. Keith Smith DVM,leroy.norman@bilearner.com,EW,Active,Full-Time,Zone C,Part-Time,Resignation,Rather which writer family.,Admin Offices,General - Con,18-01-1986,MA,Foreman,Male,78952,Black,Divorced,Fully Meets,3
1638,Nikhil,Pineda,2020-01-22,2022-10-26,Sales Manager,Miss Andrea Robertson,nikhil.pineda@bilearner.com,MSC,Active,Full-Time,Zone B,Full-Time,Involuntary,Suggest point then however matter close her.,Sales,Finance & Accounting,20-07-1994,MA,Accounting,Male,82541,Asian,Divorced,Fully Meets,3
1639,Kadence,Simon,2022-03-30,2022-07-21,BI Director,Robert Ford,kadence.simon@bilearner.com,EW,Terminated for Cause,Full-Time,Zone A,Full-Time,Resignation,Prevent entire business ask meeting contain tree.,IT/IS,Field Operations,1958-10-01,MA,Technician,Male,87307,Black,Married,Fully Meets,3
1640,Elliot,Phillips,2021-05-29,2022-09-03,BI Developer,Christopher Meyer,elliot.phillips@bilearner.com,MSC,Terminated for Cause,Contract,Zone A,Full-Time,Voluntary,Item many international assume almost whole.,IT/IS,Engineers,30-08-1961,MA,Field Project Manager,Female,59443,Hispanic,Divorced,Fully Meets,3
1641,Taniya,Daniels,2023-03-09,2023-05-30,BI Developer,Daniel Cooke,taniya.daniels@bilearner.com,NEL,Terminated for Cause,Part-Time,Zone C,Temporary,Voluntary,Shake war over young like anything order.,IT/IS,Field Operations,1989-06-10,MA,Laborer,Female,40835,Other,Married,Fully Meets,3
1642,Julia,Jimenez,2019-11-22,2019-12-28,BI Developer,Jennifer Davies,julia.jimenez@bilearner.com,PL,Terminated for Cause,Contract,Zone A,Part-Time,Retirement,Nature here wrong why.,IT/IS,Wireline Construction,23-09-1946,MA,Project Manager,Female,9049,Black,Single,Fully Meets,3
1643,Kamden,Paul,2019-04-07,2020-12-22,Area Sales Manager,Christopher King,kamden.paul@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Involuntary,Player when almost cultural.,IT/IS,Aerial,19-05-1981,MA,Supervisor,Male,12567,Other,Widowed,Fully Meets,3
1644,Octavio,Hicks,2023-03-23,2023-03-28,Area Sales Manager,Jasmine Mclaughlin,octavio.hicks@bilearner.com,TNS,Active,Contract,Zone C,Temporary,Voluntary,Away painting appear six live radio.,IT/IS,Aerial,2000-05-10,MA,Foreman,Male,94154,Other,Widowed,Fully Meets,3
1645,Jaidyn,Malone,2021-02-18,2022-10-28,Area Sales Manager,Jennifer Briggs,jaidyn.malone@bilearner.com,WBL,Active,Part-Time,Zone A,Temporary,Resignation,Be choice ever concern.,IT/IS,Fielders,19-12-1975,MA,Engineer,Male,42258,Hispanic,Widowed,Fully Meets,3
1646,Cora,Perez,2019-04-05,2021-05-07,Sales Manager,Carol Morales,cora.perez@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Voluntary,Fight beautiful describe personal.,Admin Offices,General - Sga,17-06-1987,MA,Engineer,Male,74220,Black,Divorced,Fully Meets,3
1647,Isis,Ayala,2019-10-23,2022-07-09,Sales Manager,Johnny Parker,isis.ayala@bilearner.com,EW,Active,Contract,Zone B,Part-Time,Involuntary,Book fill person size institution number attack.,IT/IS,Catv,1986-03-02,MA,Foreman,Male,47015,Black,Widowed,Fully Meets,3
1648,Charlee,Calhoun,2021-05-14,,Sales Manager,Karen Cordova,charlee.calhoun@bilearner.com,MSC,Active,Part-Time,Zone C,Part-Time,Unk,,Sales,Aerial,19-08-1977,MA,Driver,Male,96848,White,Single,Fully Meets,3
1649,Walter,Pruitt,2019-03-19,,CIO,Diana Schmitt,walter.pruitt@bilearner.com,WBL,Active,Full-Time,Zone A,Part-Time,Unk,,IT/IS,Wireline Construction,1964-10-03,TX,Groundman,Male,87451,White,Single,Fully Meets,3
1650,Julie,Harrington,2019-05-08,2020-10-01,BI Director,Courtney Chang,julie.harrington@bilearner.com,NEL,Terminated for Cause,Part-Time,Zone C,Temporary,Resignation,Past stand forget offer serious never.,IT/IS,Engineers,27-02-1946,MA,Technician,Male,29739,Asian,Widowed,Fully Meets,3
1651,Amara,Wood,2019-10-05,2023-05-21,BI Developer,Patricia Moore,amara.wood@bilearner.com,PL,Terminated for Cause,Part-Time,Zone A,Temporary,Involuntary,Offer hundred defense street draw glass thank.,IT/IS,Aerial,23-01-1993,MA,Laborer,Female,13117,Black,Widowed,Fully Meets,3
1652,Nevaeh,Ponce,2021-11-29,2022-05-31,BI Developer,Tiffany Cantrell,nevaeh.ponce@bilearner.com,BPC,Terminated for Cause,Full-Time,Zone C,Full-Time,Resignation,Environment campaign left bar.,IT/IS,Field Operations,1985-01-06,MA,Driver,Female,2581,White,Single,Fully Meets,3
1653,Greta,Fields,2018-11-06,2019-12-26,Area Sales Manager,Alyssa Gutierrez,greta.fields@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Involuntary,Within amount each onto hair. Single hope threat.,IT/IS,Field Operations,1957-07-01,MA,Foreman,Male,63435,Hispanic,Married,Fully Meets,3
1654,Zackery,Hess,2021-07-27,2021-11-23,Area Sales Manager,Raymond Walsh,zackery.hess@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Resignation,Should three accept interesting these.,IT/IS,Engineers,19-12-1999,MA,Administrative,Male,87224,Black,Divorced,Fully Meets,3
1655,Chloe,Gould,2023-07-18,,Area Sales Manager,Lisa Thompson,chloe.gould@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,,IT/IS,Wireline Construction,1942-01-09,MA,Project Manager,Male,3563,Black,Married,Fully Meets,3
1656,Elyse,Chandler,2022-09-04,,Senior BI Developer,Jessica Morgan,elyse.chandler@bilearner.com,CCDR,Active,Part-Time,Zone C,Temporary,Unk,,Admin Offices,Field Operations,20-05-1985,MA,Tower Hand,Male,10497,Black,Single,Fully Meets,3
1657,Isaias,Briggs,2019-05-24,,Sales Manager,Tristan Hutchinson,isaias.briggs@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Unk,,IT/IS,Engineers,30-08-1969,MA,Engineer,Male,38675,Other,Married,Fully Meets,3
1658,Allison,Frank,2019-11-03,,Sales Manager,Aaron Willis,allison.frank@bilearner.com,EW,Active,Contract,Zone B,Part-Time,Unk,,IT/IS,Field Operations,29-12-1975,MA,Laborer,Male,72313,Other,Widowed,Fully Meets,3
1659,Joaquin,Hahn,2019-11-26,2021-03-19,Sales Manager,Keith Fleming,joaquin.hahn@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Involuntary,North rise until plan join.,Sales,Field Operations,30-06-1977,MA,Laborer,Female,39930,White,Single,Fully Meets,3
1660,Drake,Nicholson,2022-08-09,2022-09-01,CIO,Whitney Miller,drake.nicholson@bilearner.com,WBL,Terminated for Cause,Contract,Zone B,Full-Time,Retirement,Tax five question.,IT/IS,General - Con,1971-02-07,MA,Technician,Male,47536,Other,Widowed,Fully Meets,3
1661,Kenna,Porter,2019-03-19,,BI Director,Christina Randall,kenna.porter@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Unk,,IT/IS,Finance & Accounting,16-05-1982,MA,Clerk,Male,91255,Hispanic,Divorced,Fully Meets,3
1662,Peter,Wong,2018-11-25,,BI Developer,William Lloyd,peter.wong@bilearner.com,PL,Active,Contract,Zone C,Full-Time,Unk,,IT/IS,Engineers,1963-04-11,MA,Engineer,Female,19115,Hispanic,Married,Fully Meets,3
1663,Fatima,Pennington,2022-04-10,2023-04-03,BI Developer,Mrs. Jennifer Hughes,fatima.pennington@bilearner.com,BPC,Terminated for Cause,Full-Time,Zone C,Full-Time,Retirement,Economic its member focus growth.,IT/IS,Aerial,30-01-1961,MA,Lineman,Female,32063,Asian,Widowed,Fully Meets,3
1664,Lainey,Ayers,2021-04-02,,Area Sales Manager,Jordan Bennett,lainey.ayers@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Unk,,IT/IS,Splicing,1991-10-09,MA,Laborer,Male,2597,White,Single,Fully Meets,3
1665,Tania,Jennings,2019-12-22,,Area Sales Manager,Jonathan Taylor,tania.jennings@bilearner.com,MSC,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,Project Management - Con,1963-10-07,MA,Coordinator,Male,30018,Black,Widowed,Fully Meets,3
1666,Kara,Ferrell,2021-08-14,,Area Sales Manager,Alexis Johns,kara.ferrell@bilearner.com,TNS,Active,Full-Time,Zone A,Part-Time,Unk,,IT/IS,General - Con,22-07-1978,OR,Locator,Male,38619,Black,Divorced,Fully Meets,3
1667,George,Sheppard,2018-08-28,,Senior BI Developer,Gloria Franklin,george.sheppard@bilearner.com,BPC,Active,Full-Time,Zone A,Full-Time,Unk,,Admin Offices,Splicing,19-03-1972,MA,Splicer,Male,62112,Black,Widowed,Fully Meets,3
1668,Taniyah,Mcmillan,2023-07-10,,Senior BI Developer,Eric Mcclain,taniyah.mcmillan@bilearner.com,CCDR,Active,Part-Time,Zone C,Part-Time,Unk,,Admin Offices,Aerial,1947-07-09,MA,Laborer,Male,35842,Black,Single,Fully Meets,3
1669,Kole,Avila,2020-09-18,,Sales Manager,Olivia Barton,kole.avila@bilearner.com,SVG,Active,Part-Time,Zone A,Temporary,Unk,,IT/IS,Field Operations,14-09-1961,MA,Executive Assistant,Male,78813,Asian,Divorced,Fully Meets,3
1670,Ernest,Munoz,2019-07-18,,Sales Manager,Bethany Norris,ernest.munoz@bilearner.com,EW,Active,Contract,Zone A,Full-Time,Unk,,IT/IS,Splicing,1960-06-11,MA,Laborer,Female,4772,Other,Widowed,Fully Meets,3
1671,Rose,Jordan,2021-11-21,2021-12-12,Sales Manager,Anita Brown,rose.jordan@bilearner.com,MSC,Active,Contract,Zone A,Full-Time,Involuntary,Position face whose and cut consider wide.,Sales,Project Management - Con,1964-10-10,MA,Coordinator,Female,83162,White,Married,Fully Meets,3
1672,Amaris,Torres,2021-03-08,,CIO,Emily Chen,amaris.torres@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,,IT/IS,Field Operations,26-05-1947,MA,Tester,Male,21426,Asian,Married,Fully Meets,3
